
"nodeName", "library", "inputType", "completeName", "summary"
"Elements.DetailCurve.ByCurve","M:Revit","Revit.Elements.Views.View,Autodesk.DesignScript.Geometry.Curve","M:Revit.Elements.DetailCurve.ByCurve(Revit.Elements.Views.View,Autodesk.DesignScript.Geometry.Curve)","Construct a Revit DetailCurve element from a curve"
"Elements.DetailCurve.Curve","P:Revit","","P:Revit.Elements.DetailCurve.Curve","Get Geometry Curve"
"Elements.DetailCurve.SetCurve","M:Revit","Autodesk.DesignScript.Geometry.Curve","M:Revit.Elements.DetailCurve.SetCurve(Autodesk.DesignScript.Geometry.Curve)","Set Geometry Curve"
"Elements.DimensionType","T:Revit","","T:Revit.Elements.DimensionType","Dimension Type element."
"Elements.DimensionType.InternalRevitElement","P:Revit","","P:Revit.Elements.DimensionType.InternalRevitElement","Internal reference to the Revit Element"
"Elements.DimensionType.InternalElement","P:Revit","","P:Revit.Elements.DimensionType.InternalElement","Reference to the Element"
"Elements.DimensionType.InternalSetElement","M:Revit","Autodesk.Revit.DB.DimensionType","M:Revit.Elements.DimensionType.InternalSetElement(Autodesk.Revit.DB.DimensionType)","Set the internal Element, ElementId, and UniqueId"
"Elements.DimensionType.#ctor","M:Revit","Autodesk.Revit.DB.DimensionType","M:Revit.Elements.DimensionType.#ctor(Autodesk.Revit.DB.DimensionType)","DimensionType from existing"
"Elements.DimensionType.#ctor","M:Revit","Autodesk.Revit.DB.DimensionType,System.String","M:Revit.Elements.DimensionType.#ctor(Autodesk.Revit.DB.DimensionType,System.String)","DimensionType by duplicating existing."
"Elements.DimensionType.FromExisting","M:Revit","Revit.Elements.Element,System.String","M:Revit.Elements.DimensionType.FromExisting(Revit.Elements.Element,System.String)","Creates new Dimension Type by duplicating an existing."
"Elements.DimensionType.StyleType","P:Revit","","P:Revit.Elements.DimensionType.StyleType","Returns Dimension Style for a givent type."
"Elements.DimensionType.FromExisting","M:Revit","Autodesk.Revit.DB.DimensionType,System.Boolean","M:Revit.Elements.DimensionType.FromExisting(Autodesk.Revit.DB.DimensionType,System.Boolean)","From existing element"
"Elements.DirectShapeState","T:Revit","","T:Revit.Elements.DirectShapeState","This class acts as a representation of a directShape state, we can store it in traceand on protogeometry types (in their tags dictionary) to keep track of the state ofa DirectShape wrapper type, it inherits from SerializeableId so that ElementLifeCycleand DocumentEvents continue to function for DirectShapes."
"Elements.DirectShape","T:Revit","","T:Revit.Elements.DirectShape","A Revit DirectShape, which is a wrapper for some other geometrical entities "
"Elements.DirectShape.InternalElement","P:Revit","","P:Revit.Elements.DirectShape.InternalElement","Reference to the Element"
"Elements.DirectShape.#ctor","M:Revit","Autodesk.Revit.DB.DirectShape","M:Revit.Elements.DirectShape.#ctor(Autodesk.Revit.DB.DirectShape)","Wrap an existing DirectShape."
"Elements.DirectShape.#ctor","M:Revit","Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Category,Revit.Elements.Material","M:Revit.Elements.DirectShape.#ctor(Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Category,Revit.Elements.Material)"," Internal Constructor for a new DirectShape"
"Elements.DirectShape.InitDirectShape","M:Revit","Autodesk.Revit.DB.DirectShape","M:Revit.Elements.DirectShape.InitDirectShape(Autodesk.Revit.DB.DirectShape)","Initialize a DirectShape element"
"Elements.DirectShape.InitDirectShape","M:Revit","Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Category,Revit.Elements.Material","M:Revit.Elements.DirectShape.InitDirectShape(Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Category,Revit.Elements.Material)","Initialize a DirectShape element"
"Elements.DirectShape.NewDirectShape","M:Revit","System.Collections.Generic.IList{Autodesk.Revit.DB.GeometryObject},Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,System.String,System.String","M:Revit.Elements.DirectShape.NewDirectShape(System.Collections.Generic.IList{Autodesk.Revit.DB.GeometryObject},Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,System.String,System.String)","Create a new DirectShape element from given list of Revit GeometryObjects, document, category, and Iddata"
"Elements.DirectShape.InternalSetDirectShape","M:Revit","Autodesk.Revit.DB.DirectShape","M:Revit.Elements.DirectShape.InternalSetDirectShape(Autodesk.Revit.DB.DirectShape)","SetInternalElement to a DirectShape element"
"Elements.DirectShape.InternalSetShape","M:Revit","Autodesk.DesignScript.Geometry.DesignScriptEntity,Autodesk.Revit.DB.ElementId,System.String","M:Revit.Elements.DirectShape.InternalSetShape(Autodesk.DesignScript.Geometry.DesignScriptEntity,Autodesk.Revit.DB.ElementId,System.String)","Sets the internalDirectShape's shape to point to some geometry,this method also generates tessellated geometry from the protogeometry objectand sets the material of the generated Revit faces"
"Elements.DirectShape.InternalSetName","M:Revit","Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Material,Revit.Elements.Category","M:Revit.Elements.DirectShape.InternalSetName(Autodesk.DesignScript.Geometry.DesignScriptEntity,System.String,Revit.Elements.Material,Revit.Elements.Category)","Sets the internalDirectShape to have a new nameif this method detects the default string it generates a more specific name"
"Elements.DirectShape.ByGeometry","M:Revit","Autodesk.DesignScript.Geometry.Geometry,Revit.Elements.Category,Revit.Elements.Material,System.String","M:Revit.Elements.DirectShape.ByGeometry(Autodesk.DesignScript.Geometry.Geometry,Revit.Elements.Category,Revit.Elements.Material,System.String)","Create a Revit DirectShape given some geometry, a name for the shape, a Category, and Material.The geometry will be tessellated before being placed in the Revit modelThe category of a DirectShape cannot be changed after creation, soa new DirectShape will be generated if the category input is changed."
"Elements.DirectShape.ByMesh","M:Revit","Autodesk.DesignScript.Geometry.Mesh,Revit.Elements.Category,Revit.Elements.Material,System.String","M:Revit.Elements.DirectShape.ByMesh(Autodesk.DesignScript.Geometry.Mesh,Revit.Elements.Category,Revit.Elements.Material,System.String)","Create a Revit DirectShape given some geometry, a name for the shape, a Category, and Material.The geometry will be tessellated before being placed in the Revit modelThe category of a DirectShape cannot be changed after creation, soa new DirectShape will be generated if the category input is changed."
"Elements.DirectShape.FromExisting","M:Revit","Autodesk.Revit.DB.DirectShape,System.Boolean","M:Revit.Elements.DirectShape.FromExisting(Autodesk.Revit.DB.DirectShape,System.Boolean)","Construct a DirectShape from the Revit document. "
"Elements.DirectShape.ToString","M:Revit","","M:Revit.Elements.DirectShape.ToString","Please see InternalSetName method"
"Elements.Element","T:Revit","","T:Revit.Elements.Element","Superclass of all Revit element wrappers"
"Elements.Element.SafeInit","M:Revit","System.Action","M:Revit.Elements.Element.SafeInit(System.Action)","Handling exceptions when calling the initializing function"
"Elements.Element.Document","P:Revit","","P:Revit.Elements.Element.Document","A reference to the current Document."
"Elements.Element.IsRevitOwned","F:Revit","","F:Revit.Elements.Element.IsRevitOwned","Indicates whether the element is owned by Revit or not.If the elementis Revit owned, it should not be deleted by Dispose()."
"Elements.Element.Parameters","P:Revit","","P:Revit.Elements.Element.Parameters","Obtain all of the Parameters from an Element, sorted by Name."
"Elements.Element.Name","P:Revit","","P:Revit.Elements.Element.Name","Get the Name of the Element"
"Elements.Element.BoundingBox","P:Revit","","P:Revit.Elements.Element.BoundingBox","Get an Axis-aligned BoundingBox of the Element"
"Elements.Element.Id","P:Revit","","P:Revit.Elements.Element.Id","Get the Element Id for this element"
"Elements.Element.UniqueId","P:Revit","","P:Revit.Elements.Element.UniqueId","Get the Element Unique Id for this element"
"Elements.Element.InternalElement","P:Revit","","P:Revit.Elements.Element.InternalElement","A reference to the element"
"Elements.Element.GetCategory","P:Revit","","P:Revit.Elements.Element.GetCategory","Get Element Category"
"Elements.Element.ElementType","P:Revit","","P:Revit.Elements.Element.ElementType","Returns the FamilyType for this Element. Returns null if the Element cannot have a FamilyType assigned."
"Elements.Element.InternalElementId","P:Revit","","P:Revit.Elements.Element.InternalElementId","The element id for this element"
"Elements.Element.InternalUniqueId","F:Revit","","F:Revit.Elements.Element.InternalUniqueId","The unique id for this element"
"Elements.Element.IsFrozen","F:Revit","","F:Revit.Elements.Element.IsFrozen","Set the element's freeze state. If the node is set to freezeall the elements for that node will be set to freeze."
"Elements.Element.Dispose","M:Revit","","M:Revit.Elements.Element.Dispose","Default implementation of dispose that removes the element from thedocument"
"Elements.Element.ToString","M:Revit","","M:Revit.Elements.Element.ToString","A basic implementation of ToString for Elements"
"Elements.Element.Equals","M:Revit","System.Object","M:Revit.Elements.Element.Equals(System.Object)","Implement Equals() method. "
"Elements.Element.GetHashCode","M:Revit","","M:Revit.Elements.Element.GetHashCode","Get hash code."
"Elements.Element.GetParameterByName","M:Revit","System.String","M:Revit.Elements.Element.GetParameterByName(System.String)","Get a parameter by name of an element"
"Elements.Element.GetParameterValueByName","M:Revit","System.String","M:Revit.Elements.Element.GetParameterValueByName(System.String)","Get the value of one of the element's parameters."
"Elements.Element.OverrideColorInView","M:Revit","DSCore.Color","M:Revit.Elements.Element.OverrideColorInView(DSCore.Color)","Override the element's color in the active view."
"Elements.Element.OverrideInView","M:Revit","Revit.Filter.OverrideGraphicSettings,System.Boolean","M:Revit.Elements.Element.OverrideInView(Revit.Filter.OverrideGraphicSettings,System.Boolean)","Override Elements Graphics Settings in Active View."
"Elements.Element.SetParameterByName","M:Revit","System.String,System.Object","M:Revit.Elements.Element.SetParameterByName(System.String,System.Object)","Set one of the element's parameters."
"Elements.Element.Geometry","M:Revit","","M:Revit.Elements.Element.Geometry","Get all of the Geometry associated with this object"
"Elements.Element.InternalGeometry","M:Revit","System.Boolean","M:Revit.Elements.Element.InternalGeometry(System.Boolean)","Extract the Revit GeometryObject's from a Revit Element"
"Elements.Element.CollectConcreteGeometry","M:Revit","Autodesk.Revit.DB.GeometryElement,System.Boolean","M:Revit.Elements.Element.CollectConcreteGeometry(Autodesk.Revit.DB.GeometryElement,System.Boolean)","Collects the concrete GeometryObject's in a GeometryElement, which is a recursive collection of GeometryObject's."
"Elements.Element.InternalGeometry``1","M:Revit","System.Boolean","M:Revit.Elements.Element.InternalGeometry``1(System.Boolean)","A generic method extract all GeometryObject's of the supplied type"
"Elements.Element.Solids","P:Revit","","P:Revit.Elements.Element.Solids","The Solids in this Element"
"Elements.Element.Curves","P:Revit","","P:Revit.Elements.Element.Curves","The Curves in this Element"
"Elements.Element.Faces","P:Revit","","P:Revit.Elements.Element.Faces","The Faces in this Element"
"Elements.Element.ElementCurveReferences","P:Revit","","P:Revit.Elements.Element.ElementCurveReferences","The ElementCurveReference's in this Element.Useful for downstreamElement creation."
"Elements.Element.ElementFaceReferences","P:Revit","","P:Revit.Elements.Element.ElementFaceReferences","The ElementFaceReference's in this Element.Useful for downstreamElement creation."
"Elements.Element.IsAlive","P:Revit","","P:Revit.Elements.Element.IsAlive","Is this element still alive in Revit, and good to be drawn, queried etc."
"Elements.Element.SetLocation","M:Revit","Autodesk.DesignScript.Geometry.Geometry","M:Revit.Elements.Element.SetLocation(Autodesk.DesignScript.Geometry.Geometry)","Update an existing element's location"
"Elements.Element.GetLocation","M:Revit","","M:Revit.Elements.Element.GetLocation","Get an exsiting element's location"
"Elements.Element.MoveByVector","M:Revit","Autodesk.DesignScript.Geometry.Vector","M:Revit.Elements.Element.MoveByVector(Autodesk.DesignScript.Geometry.Vector)","Move Revit Element by Vector"
"Elements.Element.GetMaterials","M:Revit","System.Boolean","M:Revit.Elements.Element.GetMaterials(System.Boolean)","Get Material Names from a Revit Element"
"Elements.AbstractFamilyInstance","T:Revit","","T:Revit.Elements.AbstractFamilyInstance","An abstract Revit FamilyInstance - implementors include FamilyInstance, AdaptiveComponent, StructuralFraming"
"Elements.AbstractFamilyInstance.InternalFamilyInstance","P:Revit","","P:Revit.Elements.AbstractFamilyInstance.InternalFamilyInstance","Reference to the Element"
"Elements.AbstractFamilyInstance.InternalElement","P:Revit","","P:Revit.Elements.AbstractFamilyInstance.InternalElement","Reference to the Element"
"Elements.CurveByPoints","T:Revit","","T:Revit.Elements.CurveByPoints","A Revit Curve By Points"
"Elements.CurveByPoints.#ctor","M:Revit","Autodesk.Revit.DB.CurveByPoints","M:Revit.Elements.CurveByPoints.#ctor(Autodesk.Revit.DB.CurveByPoints)","Construct a model curve from the document.The result is Dynamo owned"
"Elements.CurveByPoints.InitCurveByPoints","M:Revit","Autodesk.Revit.DB.CurveByPoints","M:Revit.Elements.CurveByPoints.InitCurveByPoints(Autodesk.Revit.DB.CurveByPoints)",""
"Elements.CurveByPoints.ByReferencePoints","M:Revit","Revit.Elements.ReferencePoint[],System.Boolean","M:Revit.Elements.CurveByPoints.ByReferencePoints(Revit.Elements.ReferencePoint[],System.Boolean)","Construct a Revit CurveByPoints Element (a CurveElement) from a collection of ReferencePoint's"
"Elements.CurveByPoints.FromExisting","M:Revit","Autodesk.Revit.DB.CurveByPoints,System.Boolean","M:Revit.Elements.CurveByPoints.FromExisting(Autodesk.Revit.DB.CurveByPoints,System.Boolean)","Construct a Revit ModelCurve element from an existing element."
"Elements.CurveElement.InternalCurveElement","P:Revit","","P:Revit.Elements.CurveElement.InternalCurveElement","Reference to the Element"
"Elements.CurveElement.ElementCurveReference","P:Revit","","P:Revit.Elements.CurveElement.ElementCurveReference","Obtain the reference curve for this ModelCurve"
"Elements.CurveElement.Curve","P:Revit","","P:Revit.Elements.CurveElement.Curve","Obtain the geometry curve for this geometry curve"
"Elements.CurveElement.InternalSetCurve","M:Revit","Autodesk.Revit.DB.Curve","M:Revit.Elements.CurveElement.InternalSetCurve(Autodesk.Revit.DB.Curve)","Set the geometry curve used by the ModelCurve"
"Elements.CurveElement.InternalSetCurveElement","M:Revit","Autodesk.Revit.DB.CurveElement","M:Revit.Elements.CurveElement.InternalSetCurveElement(Autodesk.Revit.DB.CurveElement)","Set the internal model curve along with its id's"
"Elements.CurveElement.Tessellate","M:Revit","Autodesk.DesignScript.Interfaces.IRenderPackage,Autodesk.DesignScript.Interfaces.TessellationParameters","M:Revit.Elements.CurveElement.Tessellate(Autodesk.DesignScript.Interfaces.IRenderPackage,Autodesk.DesignScript.Interfaces.TessellationParameters)","Empty method - we don't want to tessellate curves automaticallybut it seems we need this method to correctly import this library into Dynamo.See description in base class."
